round,center,acc,prec0,rec0,auroc,auprc,f1macro
7,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
8,264,0.94554454,0.5,0.27272728,0.8714897667777248,0.40095072789398617,0.6622587019303846
8,420,0.92517006,0.64705884,0.6875,0.9661259541984732,0.8313796864729551,0.8122605363984674
8,443,0.9270073,0.6,0.27272728,0.9357864357864358,0.5496115310225248,0.6681201550387597
8,458,0.8984375,0.6363636,0.4375,0.8571428571428572,0.4531569911996794,0.7308749797832768
8,338,0.928,nan,0.0,0.9137931034482758,0.4727189392714506,0.48132780082987553
8,252,0.8888889,0.6666667,0.15384616,0.7716599190283401,0.4149717229894022,0.595
8,122,0.9150943,nan,0.0,0.9931271477663229,0.9456739248405914,0.47783251231527096
8,300,0.9326923,nan,0.0,0.7555228276877761,0.3768144742960149,0.48258706467661694
8,188,0.9117647,0.5714286,0.4,0.8706521739130435,0.5643850645917076,0.7112299465240641
8,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
9,264,0.94554454,0.5,0.27272728,0.8752974773917181,0.3997644423388657,0.6622587019303846
9,420,0.92517006,0.64705884,0.6875,0.9670801526717556,0.8252239737118885,0.8122605363984674
9,443,0.93430656,0.625,0.45454547,0.9357864357864358,0.5597090946971329,0.7455108359133127
9,458,0.890625,0.5833333,0.4375,0.8571428571428572,0.4510619020683472,0.7192982456140351
9,338,0.928,nan,0.0,0.921455938697318,0.48488803899251653,0.48132780082987553
9,252,0.8888889,0.6666667,0.15384616,0.7651821862348178,0.37531701972751863,0.595
9,122,0.9339623,1.0,0.22222222,0.9942726231386024,0.9587912087912087,0.6644052464947987
9,300,0.9326923,nan,0.0,0.7658321060382915,0.38474351324331135,0.48258706467661694
9,188,0.9117647,0.5714286,0.4,0.8760869565217392,0.5666099037790214,0.7112299465240641
9,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
10,264,0.95049506,0.5555556,0.45454547,0.8795811518324606,0.4043580157018239,0.7369791666666667
10,420,0.9183673,0.6111111,0.6875,0.9666030534351145,0.8189277338514072,0.8004524886877828
10,443,0.93430656,0.625,0.45454547,0.9401154401154402,0.5818626968693814,0.7455108359133127
10,458,0.890625,0.5833333,0.4375,0.8649553571428572,0.45665327312603965,0.7192982456140351
10,338,0.928,nan,0.0,0.92816091954023,0.4982157734934043,0.48132780082987553
10,252,0.8796296,0.5,0.23076923,0.7659919028340081,0.38087589528954335,0.6248998129842372
10,122,0.9622642,1.0,0.5555556,0.9942726231386024,0.9587912087912087,0.847041847041847
10,300,0.9423077,0.6666667,0.2857143,0.7702503681885126,0.38668651048408276,0.6848484848484848
10,188,0.9117647,0.5714286,0.4,0.8804347826086957,0.5727607766044298,0.7112299465240641
10,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
11,264,0.9405941,0.46153846,0.54545456,0.8786292241789624,0.3998118305356905,0.7342105263157894
11,420,0.9183673,0.625,0.625,0.9666030534351144,0.8174028699644109,0.7895992366412214
11,443,0.93430656,0.6666667,0.36363637,0.9444444444444444,0.5892457183170733,0.7177843900205997
11,458,0.890625,0.5833333,0.4375,0.8688616071428572,0.5129880663688828,0.7192982456140351
11,338,0.928,nan,0.0,0.9300766283524904,0.4987315728841152,0.48132780082987553
11,252,0.8703704,0.42857143,0.23076923,0.7692307692307693,0.41311907096772327,0.6142857142857143
11,122,0.9622642,1.0,0.5555556,0.9942726231386024,0.9587912087912087,0.847041847041847
11,300,0.9423077,0.6666667,0.2857143,0.7761413843888071,0.39691641884279805,0.6848484848484848
11,188,0.9117647,0.5714286,0.4,0.8815217391304349,0.5738041188830663,0.7112299465240641
11,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
12,264,0.9405941,0.46153846,0.54545456,0.8814850071394573,0.4043138892957551,0.7342105263157894
12,420,0.91156465,0.5882353,0.625,0.9699427480916031,0.8313312064153624,0.778126088470916
12,443,0.93430656,0.6666667,0.36363637,0.9473304473304474,0.5911464599967273,0.7177843900205997
12,458,0.890625,0.5833333,0.4375,0.8699776785714286,0.5137708359184987,0.7192982456140351
12,338,0.928,nan,0.0,0.935823754789272,0.5835199779644225,0.48132780082987553
12,252,0.8796296,0.5,0.23076923,0.7611336032388665,0.4075966086922211,0.6248998129842372
12,122,0.9622642,1.0,0.5555556,0.993127147766323,0.9539682539682539,0.847041847041847
12,300,0.9423077,0.6666667,0.2857143,0.7731958762886598,0.33686731866185926,0.6848484848484848
12,188,0.9117647,0.5714286,0.4,0.8826086956521739,0.5743704667981491,0.7112299465240641
12,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
13,264,0.93564355,0.42857143,0.54545456,0.8852927177534506,0.4089535357838731,0.7228496042216359
13,420,0.9183673,0.625,0.625,0.9685114503816794,0.8198153440742293,0.7895992366412214
13,443,0.93430656,0.6666667,0.36363637,0.9473304473304472,0.5900651910478113,0.7177843900205997
13,458,0.890625,0.5833333,0.4375,0.87109375,0.5146490799098082,0.7192982456140351
13,338,0.928,nan,0.0,0.9348659003831417,0.5832079957079956,0.48132780082987553
13,252,0.8796296,0.5,0.23076923,0.7595141700404858,0.3610670634341121,0.6248998129842372
13,122,0.9622642,1.0,0.5555556,0.993127147766323,0.9539682539682539,0.847041847041847
13,300,0.9423077,0.6666667,0.2857143,0.780559646539028,0.34350429826681916,0.6848484848484848
13,188,0.9117647,0.5714286,0.4,0.8826086956521739,0.5743704667981491,0.7112299465240641
13,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
14,264,0.9405941,0.46153846,0.54545456,0.8833888624464541,0.4088286177703757,0.7342105263157894
14,420,0.9183673,0.625,0.625,0.9708969465648856,0.8265873684172016,0.7895992366412214
14,443,0.94160587,0.71428573,0.45454547,0.9487734487734488,0.5923780059211101,0.7621527777777778
14,458,0.890625,0.5833333,0.4375,0.875,0.515767889784007,0.7192982456140351
14,338,0.936,0.6666667,0.22222222,0.9386973180076628,0.5845285977638919,0.6498599439775911
14,252,0.8981481,0.6666667,0.30769232,0.7246963562753037,0.41930774568726303,0.6826075340635853
14,122,0.9622642,1.0,0.5555556,0.993127147766323,0.9539682539682539,0.847041847041847
14,300,0.9423077,0.6666667,0.2857143,0.7820324005891016,0.34426667218190243,0.6848484848484848
14,188,0.9117647,0.5714286,0.4,0.8836956521739131,0.5753981428258251,0.7112299465240641
14,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
15,264,0.9405941,0.46153846,0.54545456,0.8867206092336983,0.41939271081515134,0.7342105263157894
15,420,0.9183673,0.625,0.625,0.9708969465648856,0.8258916097820659,0.7895992366412214
15,443,0.93430656,0.6666667,0.36363637,0.9487734487734488,0.5921254093740471,0.7177843900205997
15,458,0.890625,0.5833333,0.4375,0.8777901785714286,0.5151136659379787,0.7192982456140351
15,338,0.936,0.6666667,0.22222222,0.9377394636015326,0.5795937178290118,0.6498599439775911
15,252,0.8981481,0.6666667,0.30769232,0.7587044534412956,0.43165878875041197,0.6826075340635853
15,122,0.9622642,1.0,0.5555556,0.990836197021764,0.946078431372549,0.847041847041847
15,300,0.9423077,0.6666667,0.2857143,0.7820324005891016,0.3437109616648785,0.6848484848484848
15,188,0.9117647,0.5714286,0.4,0.8836956521739131,0.5754157882239053,0.7112299465240641
15,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
16,264,0.9405941,0.46153846,0.54545456,0.8891004283674441,0.4149986991051703,0.7342105263157894
16,420,0.9047619,0.5555556,0.625,0.9728053435114503,0.8310419192427202,0.7671945701357465
16,443,0.93430656,0.625,0.45454547,0.9487734487734487,0.5929449924058736,0.7455108359133127
16,458,0.890625,0.5833333,0.4375,0.8794642857142858,0.5181465660431853,0.7192982456140351
16,338,0.936,0.6666667,0.22222222,0.9377394636015325,0.5986988894347051,0.6498599439775911
16,252,0.8888889,0.5714286,0.30769232,0.7902834008097166,0.4277073066718794,0.6693877551020408
16,122,0.9622642,1.0,0.5555556,0.990836197021764,0.946078431372549,0.847041847041847
16,300,0.9423077,0.6666667,0.2857143,0.7849779086892489,0.3442790933389859,0.6848484848484848
16,188,0.9117647,0.5714286,0.4,0.8815217391304349,0.5735564583971842,0.7112299465240641
16,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
17,264,0.94554454,0.5,0.54545456,0.8914802475011898,0.4144152642298576,0.7464338696793336
17,420,0.9183673,0.625,0.625,0.9737595419847328,0.8353405411037453,0.7895992366412214
17,443,0.93430656,0.625,0.45454547,0.9473304473304474,0.5824544724339294,0.7455108359133127
17,458,0.890625,0.5833333,0.4375,0.8800223214285714,0.5219596455859123,0.7192982456140351
17,338,0.936,0.6666667,0.22222222,0.9377394636015325,0.596294201281867,0.6498599439775911
17,252,0.8888889,0.5714286,0.30769232,0.728744939271255,0.3943645444362483,0.6693877551020408
17,122,0.9622642,1.0,0.5555556,0.990836197021764,0.946078431372549,0.847041847041847
17,300,0.9326923,0.5,0.2857143,0.7879234167893963,0.3446037189370291,0.664051684356253
17,188,0.9117647,0.5714286,0.4,0.8836956521739131,0.5753972387379646,0.7112299465240641
17,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
18,264,0.94554454,0.5,0.54545456,0.894336030461685,0.41863030097539516,0.7464338696793336
18,420,0.91156465,0.5882353,0.625,0.9737595419847328,0.829341186400683,0.778126088470916
18,443,0.93430656,0.625,0.45454547,0.948051948051948,0.5908419183213753,0.7455108359133127
18,458,0.890625,0.5833333,0.4375,0.8772321428571429,0.5187198995382551,0.7192982456140351
18,338,0.936,0.6666667,0.22222222,0.9367816091954022,0.6005407204432027,0.6498599439775911
18,252,0.8888889,0.5714286,0.30769232,0.7578947368421053,0.40839432621352534,0.6693877551020408
18,122,0.9716981,1.0,0.6666667,0.9896907216494846,0.9428104575163399,0.8923857868020304
18,300,0.9326923,0.5,0.2857143,0.784977908689249,0.3432240444309642,0.664051684356253
18,188,0.9117647,0.5714286,0.4,0.8815217391304349,0.5732505150912409,0.7112299465240641
18,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
19,264,0.94554454,0.5,0.54545456,0.8971918134221799,0.4217775642022416,0.7464338696793336
19,420,0.92517006,0.64705884,0.6875,0.9751908396946565,0.8402370304839303,0.8122605363984674
19,443,0.93430656,0.625,0.45454547,0.9487734487734488,0.5917736143135551,0.7455108359133127
19,458,0.8984375,0.61538464,0.5,0.8850446428571429,0.5314137721745653,0.7472277077320371
19,338,0.936,0.6666667,0.22222222,0.9367816091954023,0.5848968206811345,0.6498599439775911
19,252,0.8888889,0.5555556,0.3846154,0.7757085020242915,0.4273637525686138,0.6963448922211809
19,122,0.9716981,1.0,0.6666667,0.9896907216494846,0.9428104575163399,0.8923857868020304
19,300,0.9326923,0.5,0.2857143,0.7790868924889544,0.3413416533081173,0.664051684356253
19,188,0.9117647,0.5714286,0.4,0.8815217391304349,0.5732613006020264,0.7112299465240641
19,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
20,264,0.94554454,0.5,0.54545456,0.8981437410756782,0.4244399575265309,0.7464338696793336
20,420,0.9183673,0.625,0.625,0.9751908396946565,0.8402370304839303,0.7895992366412214
20,443,0.93430656,0.625,0.45454547,0.9494949494949496,0.5934055462814555,0.7455108359133127
20,458,0.8984375,0.61538464,0.5,0.8911830357142857,0.5419675893270559,0.7472277077320371
20,338,0.944,0.75,0.33333334,0.935823754789272,0.6015774256827385,0.7160012982797793
20,252,0.8796296,0.5,0.30769232,0.7781376518218623,0.4486700595574362,0.6571428571428571
20,122,0.9811321,1.0,0.7777778,0.9896907216494846,0.9428104575163399,0.9323979591836735
20,300,0.9326923,0.5,0.2857143,0.7731958762886597,0.33909707603975947,0.664051684356253
20,188,0.9117647,0.5714286,0.4,0.8826086956521739,0.574036277259356,0.7112299465240641
20,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
21,264,0.95049506,0.54545456,0.54545456,0.8986197049024275,0.41964974876795813,0.7596382674916706
21,420,0.9183673,0.625,0.625,0.9747137404580153,0.8345000817442642,0.7895992366412214
21,443,0.93430656,0.625,0.45454547,0.9494949494949495,0.601158978683101,0.7455108359133127
21,458,0.8984375,0.61538464,0.5,0.8928571428571429,0.5499884248362052,0.7472277077320371
21,338,0.936,0.6,0.33333334,0.935823754789272,0.5948313939367067,0.6973365617433414
21,252,0.8888889,0.5714286,0.30769232,0.7797570850202429,0.4437646327556105,0.6693877551020408
21,122,0.9811321,1.0,0.7777778,0.990836197021764,0.946078431372549,0.9323979591836735
21,300,0.9326923,0.5,0.2857143,0.7673048600883652,0.3373104060777493,0.664051684356253
21,188,0.92156863,0.6666667,0.4,0.883695652173913,0.5731636931411225,0.7287234042553192
21,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
22,264,0.95049506,0.54545456,0.54545456,0.9014754878629224,0.41989913445855426,0.7596382674916706
22,420,0.92517006,0.6666667,0.625,0.9766221374045801,0.8438493528805777,0.8016680976327732
22,443,0.93430656,0.625,0.45454547,0.9502164502164502,0.6009803914021218,0.7455108359133127
22,458,0.90625,0.6666667,0.5,0.8989955357142857,0.5656752797063347,0.7593984962406015
22,338,0.936,0.6,0.33333334,0.9377394636015326,0.5975265369594215,0.6973365617433414
22,252,0.8981481,0.6666667,0.30769232,0.7748987854251013,0.44893339914593494,0.6826075340635853
22,122,0.9811321,1.0,0.7777778,0.9919816723940436,0.9497685185185185,0.9323979591836735
22,300,0.9326923,0.5,0.2857143,0.7687776141384388,0.3376417930370432,0.664051684356253
22,188,0.9019608,0.5,0.4,0.8847826086956522,0.5767742005674193,0.6953405017921147
22,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
23,264,0.95049506,0.54545456,0.54545456,0.9024274155164207,0.421572391753324,0.7596382674916706
23,420,0.9183673,0.6111111,0.6875,0.9770992366412214,0.8395203118866297,0.8004524886877828
23,443,0.93430656,0.625,0.45454547,0.9523809523809523,0.6073725694854764,0.7455108359133127
23,458,0.90625,0.6666667,0.5,0.90625,0.5994917071450628,0.7593984962406015
23,338,0.936,0.6,0.33333334,0.939655172413793,0.6191879395367768,0.6973365617433414
23,252,0.8888889,0.5714286,0.30769232,0.7902834008097166,0.4900342574973038,0.6693877551020408
23,122,0.990566,1.0,0.8888889,0.9885452462772051,0.9398960363872646,0.9680241327300151
23,300,0.9326923,0.5,0.2857143,0.7658321060382915,0.3369935731522207,0.664051684356253
23,188,0.9117647,0.5714286,0.4,0.8858695652173914,0.5757226225158413,0.7112299465240641
23,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
24,264,0.9554455,0.6,0.54545456,0.9038553069966683,0.42196331569573403,0.7739649384558001
24,420,0.9183673,0.6111111,0.6875,0.9775763358778626,0.8417925749585251,0.8004524886877828
24,443,0.93430656,0.625,0.45454547,0.950937950937951,0.6005613217687237,0.7455108359133127
24,458,0.90625,0.6666667,0.5,0.9040178571428571,0.5940486688555593,0.7593984962406015
24,338,0.928,0.5,0.33333334,0.946360153256705,0.6648964096332517,0.6808510638297872
24,252,0.8981481,0.625,0.3846154,0.7894736842105263,0.4532629715414581,0.7098901098901098
24,122,0.9811321,1.0,0.7777778,0.9885452462772051,0.9398960363872646,0.9323979591836735
24,300,0.9326923,0.5,0.2857143,0.7687776141384388,0.31406788940060754,0.664051684356253
24,188,0.92156863,0.6666667,0.4,0.8880434782608696,0.5780763774565527,0.7287234042553192
24,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
25,264,0.9554455,0.6,0.54545456,0.9081389814374107,0.4280215291864143,0.7739649384558001
25,420,0.92517006,0.64705884,0.6875,0.9775763358778626,0.8391352647264866,0.8122605363984674
25,443,0.93430656,0.625,0.45454547,0.9516594516594516,0.6030485057626651,0.7455108359133127
25,458,0.90625,0.6666667,0.5,0.9056919642857143,0.5934210268110334,0.7593984962406015
25,338,0.92,0.42857143,0.33333334,0.9406130268199234,0.5522254494476717,0.6661324786324787
25,252,0.9074074,0.71428573,0.3846154,0.7773279352226721,0.44304278696072147,0.7244897959183674
25,122,0.9811321,1.0,0.7777778,0.9896907216494846,0.9428104575163399,0.9323979591836735
25,300,0.9326923,0.5,0.2857143,0.7717231222385861,0.3381954387567216,0.664051684356253
25,188,0.92156863,0.6666667,0.4,0.8858695652173914,0.5763783474238882,0.7287234042553192
25,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
26,264,0.9554455,0.6,0.54545456,0.9128986197049025,0.43114475868012925,0.7739649384558001
26,420,0.9319728,0.6666667,0.75,0.978530534351145,0.8459720609735122,0.833710407239819
26,443,0.93430656,0.625,0.45454547,0.9516594516594516,0.6006121027144712,0.7455108359133127
26,458,0.9140625,0.72727275,0.5,0.9068080357142856,0.6008967435781045,0.772278829047388
26,338,0.944,0.6,0.6666667,0.9473180076628354,0.6392529402333325,0.8006379585326954
26,252,0.8981481,0.6666667,0.30769232,0.7789473684210526,0.4466850445691894,0.6826075340635853
26,122,0.990566,1.0,0.8888889,0.9919816723940436,0.9497685185185185,0.9680241327300151
26,300,0.9326923,0.5,0.2857143,0.7820324005891016,0.3218469111611345,0.664051684356253
26,188,0.9117647,0.5714286,0.4,0.8891304347826087,0.5824340343839869,0.7112299465240641
26,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
27,264,0.9554455,0.6,0.54545456,0.9143265111851498,0.44286552784662137,0.7739649384558001
27,420,0.9319728,0.65,0.8125,0.9794847328244275,0.8435964009921537,0.8417312661498708
27,443,0.93430656,0.625,0.45454547,0.9502164502164503,0.5973293477743657,0.7455108359133127
27,458,0.9140625,0.72727275,0.5,0.90625,0.5971220736029987,0.772278829047388
27,338,0.936,0.5555556,0.5555556,0.9415708812260536,0.5529870302271735,0.7605363984674329
27,252,0.9074074,0.71428573,0.3846154,0.7878542510121457,0.4821521688806827,0.7244897959183674
27,122,0.9811321,1.0,0.7777778,0.9919816723940436,0.9497685185185185,0.9323979591836735
27,300,0.9230769,0.4,0.2857143,0.7849779086892489,0.3356933643946092,0.6462585034013605
27,188,0.9019608,0.5,0.4,0.8847826086956523,0.576828243379714,0.6953405017921147
27,73,0.99019605,nan,0.0,0.9900990099009901,0.25,0.4975369458128079
28,264,0.9554455,0.6,0.54545456,0.914802475011899,0.4426578814166452,0.7739649384558001
28,420,0.9455782,0.6818182,0.9375,0.982824427480916,0.8745414450745334,0.8791118421052632
28,443,0.94160587,0.71428573,0.45454547,0.9502164502164502,0.5959665177329178,0.7621527777777778
28,458,0.9140625,0.72727275,0.5,0.9151785714285714,0.6498322739489115,0.772278829047388
28,338,0.928,0.5,0.5555556,0.9386973180076629,0.5351046792713459,0.7436773752563226
28,252,0.9074074,0.71428573,0.3846154,0.794331983805668,0.4853211461297706,0.7244897959183674
28,122,0.9811321,1.0,0.7777778,0.993127147766323,0.9539682539682539,0.9323979591836735
28,300,0.9230769,0.4,0.2857143,0.7790868924889544,0.3305705948750638,0.6462585034013605
28,188,0.9019608,0.5,0.4,0.8880434782608696,0.5798382937395086,0.6953405017921147
28,73,0.99019605,nan,0.0,1.0,1.0,0.4975369458128079
29,264,0.9554455,0.6,0.54545456,0.9209900047596382,0.4541904057580265,0.7739649384558001
29,420,0.9319728,0.65,0.8125,0.9804389312977099,0.868111774278406,0.8417312661498708
